-0.000999451	0.000415224	0.000471871	-7.5599e-06	-1.00519e-05	7.83695e-06	-47.837	-0.00271788	0.00408569	-0.29611	-0.491743	0.548989
-0.00199783	0.000894403	0.00098855	-5.64697e-06	-5.37751e-06	1.34993e-05	-51.2452	-0.010791	0.0281445	-0.30538	-0.471625	0.466933
-0.00299518	0.00138033	0.00150204	-7.81062e-06	-2.33496e-05	3.47368e-05	-53.6454	-0.0381275	0.0394695	-0.19245	-0.505327	0.6209
-0.00399149	0.00185532	0.00202967	-2.32224e-05	-2.91087e-05	4.97622e-05	-55.6266	0.0359675	-0.0270335	-0.287382	-0.445739	0.528831
-0.00498675	0.00234138	0.0025489	-8.52167e-06	-4.20061e-05	6.23584e-05	-57.3323	0.0527169	-0.0270734	-0.302186	-0.51542	0.492308
-0.00598094	0.00279333	0.00310487	-2.00814e-05	-4.79696e-05	7.76846e-05	-58.7868	0.0151275	-0.0295411	-0.357548	-0.489772	0.583238
-0.00697417	0.00331807	0.00358991	5.18524e-06	-6.60777e-05	0.000102964	-60.3388	0.00650574	0.00674638	-0.213631	-0.491087	0.550811
-0.00796625	0.00372787	0.00419287	-4.47314e-07	-7.84676e-05	0.000112483	-61.5362	0.0452861	-0.0779981	-0.506633	-0.56838	0.793389
-0.00895739	0.00429705	0.00463816	2.42271e-05	-9.12438e-05	0.000130329	-62.8845	-0.0741539	0.0777418	-0.257825	-0.456474	0.713556
-0.00994745	0.0047185	0.00523358	1.32892e-05	-0.000109891	0.000136203	-64.1639	0.0268424	-0.023709	-0.522986	-0.532915	0.656239
-0.0109364	0.00527927	0.00569221	3.13672e-05	-0.000140587	0.000160197	-65.233	-0.116076	0.0850106	-0.237098	-0.550161	0.601926
-0.0119244	0.00567028	0.00632233	1.5016e-05	-0.000157116	0.000174907	-66.5506	0.123359	-0.0805621	-0.445687	-0.319137	0.863312
-0.0129114	0.00624183	0.00677395	3.33041e-05	-0.000157956	0.000196535	-67.7249	-0.0760571	0.0569476	-0.208219	-0.663634	0.599219
-0.0138973	0.00666284	0.00737788	9.73965e-06	-0.000169215	0.000199806	-69.1068	0.0945579	-0.140145	-0.367726	-0.351167	0.939301
-0.0148822	0.0072196	0.00784951	5.26136e-05	-0.000189484	0.000217487	-70.0263	-0.060131	0.00875942	-0.236841	-0.695301	0.698944
