8.00032e-05	-2.81628e-05	-1.80388e-05	7.14672e-22	-2.65108e-23	-3.17674e-22	3.63484	2.6643e-12	3.87996e-12	2.34394e-17	-8.66693e-19	-1.06733e-17
0.000160013	-5.63278e-05	-3.6079e-05	-1.90569e-21	1.13799e-21	-1.11185e-21	7.27088	2.09794e-12	3.06912e-12	-6.24968e-17	3.73571e-17	-3.73634e-17
0.000240029	-8.44951e-05	-5.41207e-05	2.1703e-21	-4.23058e-22	2.1174e-21	10.9081	4.83349e-12	3.93825e-13	7.11688e-17	-1.3919e-17	7.11948e-17
0.000320051	-0.000112665	-7.21638e-05	-1.85282e-21	-3.71215e-22	-4.24202e-22	14.5466	-7.43137e-13	-1.44733e-13	-6.07532e-17	-1.21387e-17	-1.42173e-17
0.00040008	-0.000140836	-9.02083e-05	-5.29418e-22	2.22077e-21	-3.38949e-21	18.1863	-1.3037e-12	-4.03447e-12	-1.7358e-17	7.31171e-17	-1.13897e-16
0.000480115	-0.00016901	-0.000108254	-1.79945e-21	-1.79925e-21	4.23445e-21	21.8271	2.14779e-12	-1.92476e-12	-5.89936e-17	-5.91409e-17	1.42478e-16
0.000560157	-0.000197187	-0.000126302	-1.17506e-20	2.96628e-21	8.47507e-22	25.4692	-5.56537e-12	-5.50401e-14	-3.85204e-16	9.7313e-17	2.84798e-17
0.000640205	-0.000225365	-0.000144351	3.81089e-21	-6.37841e-22	6.13667e-21	29.1125	1.95702e-12	4.55026e-12	1.24917e-16	-2.07657e-17	2.06776e-16
0.000720259	-0.000253546	-0.000162401	2.32848e-21	-6.1512e-21	-3.39057e-21	32.757	9.38044e-13	-1.02076e-12	7.63192e-17	-2.01381e-16	-1.13942e-16
0.00080032	-0.000281729	-0.000180453	-1.12205e-20	-2.12717e-21	1.89796e-21	36.4028	-3.47941e-12	-1.04022e-12	-3.67737e-16	-6.92053e-17	6.44145e-17
0.000880387	-0.000309914	-0.000198506	5.50469e-21	8.47778e-22	1.48991e-21	40.0497	-5.3788e-12	-4.26531e-12	1.80395e-16	2.78158e-17	4.96473e-17
0.000960461	-0.000338102	-0.000216561	-3.38611e-21	1.69569e-21	-6.98566e-21	43.6978	-6.12181e-12	-3.86566e-12	-1.10958e-16	5.56375e-17	-2.35379e-16
0.00104054	-0.000366292	-0.000234617	1.90538e-21	-5.29703e-21	-6.63655e-42	47.3472	-1.00912e-11	-8.15318e-12	6.24314e-17	-1.73987e-16	8.49184e-38
0.00112063	-0.000394484	-0.000252674	1.69286e-21	4.31549e-22	1.69596e-21	50.9978	-3.47904e-12	-4.07276e-12	5.54636e-17	1.35994e-17	5.69988e-17
0.00120072	-0.000422678	-0.000270733	1.27001e-21	-9.97237e-21	-4.23337e-22	54.6495	-1.08265e-11	-5.85939e-12	4.16065e-17	-3.26654e-16	-1.42742e-17
0.00128082	-0.000450875	-0.000288794	-1.03732e-20	8.66895e-21	-6.78494e-21	58.3025	-1.24148e-11	-6.40549e-12	-3.39807e-16	2.8627e-16	-2.2804e-16
0.00136092	-0.000479073	-0.000306856	-1.46042e-20	-9.56997e-21	-1.94818e-20	61.9567	-1.80344e-11	-1.57802e-11	-4.78367e-16	-3.11975e-16	-6.5657e-16
0.00144104	-0.000507275	-0.000324919	2.54213e-21	7.36428e-21	-2.0755e-20	65.6121	-1.64268e-11	-1.14538e-11	8.32619e-17	2.45972e-16	-6.99425e-16
0.00152116	-0.000535478	-0.000342984	-1.38653e-24	1.01798e-20	0	69.2688	-2.24813e-11	-1.96737e-11	-4.5409e-20	3.34078e-16	3.29395e-35
0.00160128	-0.000563683	-0.00036105	-2.07437e-20	-1.14707e-20	3.78017e-21	72.9266	-2.61967e-11	-2.08537e-11	-6.79306e-16	-3.75156e-16	1.29588e-16
