0.0010005	-0.000312603	-0.000274888	-1.46666e-05	4.35095e-06	-2.09326e-06	43.6823	1.25807	-0.701543	-1.39825	0.326604	1.1422
0.002002	-0.000655922	-0.00052632	5.40648e-07	6.53177e-06	-2.35569e-05	87.7349	-7.62577e-05	-5.95221e-05	-0.204126	0.0757787	0.474714
0.00300451	-0.000969333	-0.000801933	-1.41828e-05	1.08607e-05	-2.56476e-05	132.175	-0.000106697	-8.70305e-05	-0.14484	-0.0284178	0.554605
0.00400801	-0.00128285	-0.00107764	-2.89093e-05	1.51906e-05	-2.77308e-05	172.051	2.38516	2.16968	2.34045	-1.93048	0.102772
0.00501252	-0.00162412	-0.00138347	-0.000104046	6.05445e-05	-2.18327e-05	215.275	-0.000387441	-0.000293342	0.201045	-0.64422	0.44775
0.00601802	-0.00193834	-0.00165979	-0.000118734	6.48915e-05	-2.39187e-05	260.24	-0.000466342	-0.000367981	0.26048	-0.749124	0.527267
0.00702452	-0.00225287	-0.00193638	-0.000133435	6.9233e-05	-2.60014e-05	305.392	-0.000554455	-0.000453835	0.31984	-0.854221	0.6068
0.00803203	-0.00256771	-0.00221324	-0.000148151	7.35693e-05	-2.8081e-05	350.731	-0.000651934	-0.0005518	0.379126	-0.959505	0.686343
0.00904053	-0.00288287	-0.00249038	-0.00016288	7.78998e-05	-3.01571e-05	396.259	-0.000758203	-0.000658607	0.438337	-1.06499	0.765914
0.01005	-0.00319834	-0.00276779	-0.000177625	8.22249e-05	-3.22298e-05	441.974	-0.000873528	-0.000775696	0.497475	-1.17067	0.845505
0.0110605	-0.00351413	-0.00304548	-0.000192383	8.65444e-05	-3.42992e-05	487.879	-0.000997912	-0.000903044	0.556538	-1.27654	0.925116
0.0120721	-0.00383023	-0.00332344	-0.000207156	9.08586e-05	-3.63653e-05	533.973	-0.00113136	-0.00104063	0.615528	-1.38261	1.00475
0.0130846	-0.00414665	-0.00360167	-0.000221943	9.51674e-05	-3.84281e-05	580.257	-0.00127387	-0.00118842	0.674444	-1.48888	1.0844
0.0140981	-0.00446337	-0.00388017	-0.000236744	9.94708e-05	-4.04876e-05	626.732	-0.00142546	-0.0013464	0.733286	-1.59534	1.16408
0.0151126	-0.00478042	-0.00415895	-0.000251559	0.000103769	-4.25439e-05	673.398	-0.00158611	-0.00151455	0.792056	-1.70199	1.24378
0.0161281	-0.00509778	-0.004438	-0.000266389	0.000108062	-4.45969e-05	720.256	-0.00175584	-0.00169283	0.850752	-1.80884	1.3235
0.0171446	-0.00541545	-0.00471733	-0.000281233	0.000112349	-4.66467e-05	767.306	-0.00193465	-0.00188124	0.909375	-1.91589	1.40324
0.0181621	-0.00573343	-0.00499693	-0.000296091	0.000116631	-4.86933e-05	814.549	-0.00212255	-0.00207973	0.967926	-2.02313	1.483
0.0191806	-0.00605173	-0.0052768	-0.000310964	0.000120908	-5.07367e-05	861.986	-0.00231953	-0.0022883	1.0264	-2.13056	1.56279
0.0202001	-0.00637035	-0.00555694	-0.000325851	0.00012518	-5.27769e-05	909.616	-0.0025256	-0.00250691	1.08481	-2.23819	1.64261
0.0212206	-0.00668927	-0.00583736	-0.000340752	0.000129447	-5.4814e-05	957.441	-0.00274077	-0.00273555	1.14314	-2.34601	1.72244
0.0222421	-0.00700852	-0.00611806	-0.000355667	0.000133708	-5.68479e-05	1005.46	-0.00296503	-0.00297419	1.2014	-2.45403	1.8023
0.0232647	-0.00732807	-0.00639902	-0.000370597	0.000137964	-5.88786e-05	1053.68	-0.0031984	-0.00322281	1.25959	-2.56225	1.88219
0.0242882	-0.00764794	-0.00668026	-0.000385541	0.000142216	-6.09062e-05	1102.09	-0.00344088	-0.00348139	1.31771	-2.67066	1.9621
0.0253127	-0.00796813	-0.00696177	-0.000400499	0.000146462	-6.29307e-05	1150.7	-0.00369247	-0.0037499	1.37576	-2.77926	2.04203
0.0263382	-0.00828862	-0.00724356	-0.000415472	0.000150703	-6.49521e-05	1199.51	-0.00395317	-0.00402833	1.43373	-2.88806	2.122
0.0273647	-0.00860944	-0.00752561	-0.000430459	0.000154939	-6.69705e-05	1248.51	-0.004223	-0.00431664	1.49164	-2.99706	2.20198
0.0283922	-0.00893056	-0.00780795	-0.00044546	0.00015917	-6.89857e-05	1297.71	-0.00450195	-0.00461482	1.54947	-3.10625	2.282
0.0294207	-0.009252	-0.00809055	-0.000460476	0.000163396	-7.09976e-05	1347.12	-0.00478995	-0.00492203	1.60723	-3.21564	2.36205
0.0304502	-0.00957376	-0.00837343	-0.000475505	0.000167617	-7.30067e-05	1396.72	-0.00508715	-0.00523979	1.66492	-3.32522	2.44211
0.0314808	-0.00989583	-0.00865658	-0.00049055	0.000171834	-7.50127e-05	1446.52	-0.0053935	-0.00556735	1.72254	-3.435	2.52221
0.0325123	-0.0102182	-0.00894001	-0.000505608	0.000176045	-7.70158e-05	1496.53	-0.00570899	-0.00590469	1.78009	-3.54498	2.60233
0.0335448	-0.0105409	-0.00922371	-0.000520681	0.000180252	-7.90158e-05	1546.73	-0.00603362	-0.00625177	1.83757	-3.65514	2.68248
0.0345783	-0.0108639	-0.00950768	-0.000535768	0.000184454	-8.10129e-05	1597.14	-0.00636742	-0.00660859	1.89498	-3.76551	2.76266
0.0356128	-0.0111872	-0.00979192	-0.00055087	0.00018865	-8.3007e-05	1647.75	-0.00671037	-0.00697512	1.95232	-3.87607	2.84287
0.0366483	-0.0115109	-0.0100764	-0.000565985	0.000192843	-8.49981e-05	1698.57	-0.00706248	-0.00735133	2.00959	-3.98683	2.9231
0.0376849	-0.0118348	-0.0103612	-0.000581116	0.00019703	-8.69862e-05	1749.58	-0.00742377	-0.00773722	2.06679	-4.09778	3.00337
0.0387224	-0.0121591	-0.0106463	-0.00059626	0.000201213	-8.89714e-05	1800.81	-0.00779423	-0.00813275	2.12392	-4.20893	3.08366
0.0397609	-0.0124837	-0.0109316	-0.000611419	0.000205391	-9.09537e-05	1852.24	-0.00817387	-0.0085379	2.18098	-4.32028	3.16399
