**Total header lines = 5
**Grain ID File 
**3D Volume has dimensions [20 x 20 x 22] voxels
**Data arranged in a 2D array of 400 x 22 integer values
**
270	270	270	270	270	270	270	1	1	1	1	1	1	346	346	346	346	346	346	346	346	346
270	270	270	270	270	270	270	270	1	1	1	1	1	346	346	346	346	346	346	346	346	346
270	270	270	270	270	270	270	270	1	1	1	1	1	346	346	346	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	1	1	1	1	346	346	346	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	270	1	1	1	346	346	346	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	270	270	1	1	346	346	346	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	270	270	1	270	346	346	346	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	270	270	270	270	346	346	346	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	346	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	346	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	270	270	270	270	270	346	346	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	270	270	270	270	270	346	346	346	346	346	346	346	346
270	270	270	270	270	270	270	1	1	1	1	1	1	346	346	346	346	346	346	346	346	346
270	270	270	270	270	270	270	270	1	1	1	1	1	346	346	346	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	1	1	1	1	346	346	346	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	270	1	1	1	346	346	346	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	270	1	1	1	346	346	346	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	270	1	1	1	346	346	346	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	270	270	1	178	346	346	346	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	270	270	270	270	346	346	346	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	346	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	346	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	270	270	270	270	270	346	346	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	109	270	270	270	270	346	346	346	346	346	346	346	346
270	270	270	270	270	270	270	270	1	1	1	1	1	346	346	346	346	346	346	346	346	346
270	270	270	270	270	270	270	270	1	1	1	1	1	346	346	346	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	1	1	1	1	346	346	346	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	270	1	1	1	346	346	346	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	270	178	1	1	346	346	346	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	270	178	178	178	346	346	346	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	270	178	178	178	346	346	346	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	270	270	178	178	346	346	346	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	270	270	270	270	346	346	346	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	346	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	346	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	270	270	270	270	270	346	270	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	270	270	270	270	270	346	346	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	109	270	270	270	270	346	346	346	346	346	346	346	346
270	270	270	270	270	178	270	270	1	1	1	1	1	346	346	346	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	1	1	1	1	346	346	346	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	178	1	1	1	346	346	346	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	178	178	1	1	346	346	346	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	178	178	1	1	346	346	346	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	270	178	178	178	346	346	346	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	270	178	178	178	346	346	346	346	346	346	346	346	346
270	270	270	270	270	270	270	270	270	270	178	178	178	346	346	346	346	346	346	346	346	346
