0	0	0	0.45654	0.85664	0.45654	0.85664
0.019531	0	0	0.45717	0.85666	0.45717	0.85666
0.039063	0	0	0.45789	0.85675	0.45789	0.85675
0.058594	0	0	0.45863	0.85686	0.45863	0.85686
0.078125	0	0	0.45944	0.85704	0.45944	0.85704
0.097656	0	0	0.46028	0.85731	0.46028	0.85731
0.11719	0	0	0.46117	0.85766	0.46117	0.85766
0.13672	0	0	0.46209	0.85811	0.46209	0.85811
0.15625	0	0	0.46302	0.85864	0.46302	0.85864
0.17578	0	0	0.46395	0.85923	0.46395	0.85923
0.19531	0	0	0.46489	0.85986	0.46489	0.85986
0.21484	0	0	0.46585	0.8605	0.46585	0.8605
0.23438	0	0	0.46685	0.86112	0.46685	0.86112
0.25391	0	0	0.46793	0.86167	0.46793	0.86167
0.27344	0	0	0.46915	0.86211	0.46915	0.86211
0.29297	0	0	0.47056	0.86243	0.47056	0.86243
0.3125	0	0	0.47222	0.86261	0.47222	0.86261
0.33203	0	0	0.47418	0.86263	0.47418	0.86263
0.35156	0	0	0.47646	0.86252	0.47646	0.86252
0.37109	0	0	0.47902	0.86229	0.47902	0.86229
0.39063	0	0	0.48173	0.86195	0.48173	0.86195
0.41016	0	0	0.48437	0.8615	0.48437	0.8615
0.42969	0	0	0.4866	0.86092	0.4866	0.86092
0.44922	0	0	0.48802	0.86017	0.48802	0.86017
0.46875	0	0	0.48827	0.85922	0.48827	0.85922
0.48828	0	0	0.48717	0.85809	0.48717	0.85809
0.50781	0	0	0.48477	0.85686	0.48477	0.85686
0.52734	0	0	0.4814	0.85566	0.4814	0.85566
0.54688	0	0	0.4776	0.85464	0.4776	0.85464
0.56641	0	0	0.474	0.85394	0.474	0.85394
0.58594	0	0	0.47111	0.85365	0.47111	0.85365
0.60547	0	0	0.46922	0.85377	0.46922	0.85377
0.625	0	0	0.46841	0.85424	0.46841	0.85424
0.64453	0	0	0.46852	0.85493	0.46852	0.85493
0.66406	0	0	0.46928	0.8557	0.46928	0.8557
0.68359	0	0	0.4704	0.85642	0.4704	0.85642
0.70313	0	0	0.47167	0.857	0.47167	0.857
0.72266	0	0	0.47295	0.8574	0.47295	0.8574
0.74219	0	0	0.47416	0.8576	0.47416	0.8576
0.76172	0	0	0.47529	0.85761	0.47529	0.85761
0.78125	0	0	0.47633	0.85745	0.47633	0.85745
0.80078	0	0	0.47726	0.85715	0.47726	0.85715
0.82031	0	0	0.4781	0.85672	0.4781	0.85672
0.83984	0	0	0.47885	0.85618	0.47885	0.85618
0.85938	0	0	0.47952	0.85554	0.47952	0.85554
0.87891	0	0	0.48014	0.85479	0.48014	0.85479
0.89844	0	0	0.48071	0.85395	0.48071	0.85395
0.91797	0	0	0.48124	0.85299	0.48124	0.85299
0.9375	0	0	0.48174	0.85192	0.48174	0.85192
0.95703	0	0	0.4822	0.85074	0.4822	0.85074
0.97656	0	0	0.48264	0.84945	0.48264	0.84945
0.99609	0	0	0.48305	0.84808	0.48305	0.84808
1.0156	0	0	0.48347	0.84668	0.48347	0.84668
1.0352	0	0	0.48391	0.84531	0.48391	0.84531
1.0547	0	0	0.4844	0.84404	0.4844	0.84404
1.0742	0	0	0.48492	0.84294	0.48492	0.84294
1.0938	0	0	0.48547	0.84203	0.48547	0.84203
1.1133	0	0	0.48602	0.84133	0.48602	0.84133
1.1328	0	0	0.48655	0.84083	0.48655	0.84083
1.1523	0	0	0.48703	0.84049	0.48703	0.84049
1.1719	0	0	0.48742	0.84028	0.48742	0.84028
1.1914	0	0	0.48773	0.84017	0.48773	0.84017
1.2109	0	0	0.48794	0.84013	0.48794	0.84013
1.2305	0	0	0.48806	0.84014	0.48806	0.84014
1.25	0	0	0.4881	0.84019	0.4881	0.84019
1.2695	0	0	0.48806	0.84026	0.48806	0.84026
1.2891	0	0	0.48795	0.84031	0.48795	0.84031
1.3086	0	0	0.48778	0.84035	0.48778	0.84035
1.3281	0	0	0.48759	0.84035	0.48759	0.84035
1.3477	0	0	0.48739	0.84031	0.48739	0.84031
1.3672	0	0	0.4872	0.84024	0.4872	0.84024
1.3867	0	0	0.48704	0.84015	0.48704	0.84015
1.4063	0	0	0.48694	0.84006	0.48694	0.84006
1.4258	0	0	0.4869	0.83998	0.4869	0.83998
1.4453	0	0	0.48694	0.83992	0.48694	0.83992
1.4648	0	0	0.48704	0.83988	0.48704	0.83988
1.4844	0	0	0.48721	0.83985	0.48721	0.83985
1.5039	0	0	0.48744	0.83982	0.48744	0.83982
1.5234	0	0	0.48773	0.83978	0.48773	0.83978
1.543	0	0	0.48807	0.83971	0.48807	0.83971
1.5625	0	0	0.48846	0.8396	0.48846	0.8396
1.582	0	0	0.4889	0.83943	0.4889	0.83943
1.6016	0	0	0.48938	0.83922	0.48938	0.83922
1.6211	0	0	0.48991	0.83897	0.48991	0.83897
1.6406	0	0	0.49046	0.83869	0.49046	0.83869
1.6602	0	0	0.49102	0.83839	0.49102	0.83839
1.6797	0	0	0.49158	0.83809	0.49158	0.83809
1.6992	0	0	0.49212	0.83778	0.49212	0.83778
1.7188	0	0	0.49264	0.83748	0.49264	0.83748
1.7383	0	0	0.49312	0.83718	0.49312	0.83718
1.7578	0	0	0.49355	0.83688	0.49355	0.83688
1.7773	0	0	0.49391	0.83659	0.49391	0.83659
1.7969	0	0	0.49418	0.83628	0.49418	0.83628
1.8164	0	0	0.49437	0.83596	0.49437	0.83596
1.8359	0	0	0.49447	0.83562	0.49447	0.83562
1.8555	0	0	0.49451	0.83525	0.49451	0.83525
1.875	0	0	0.4945	0.83487	0.4945	0.83487
1.8945	0	0	0.49449	0.8345	0.49449	0.8345
1.9141	0	0	0.49452	0.83415	0.49452	0.83415
1.9336	0	0	0.49461	0.83386	0.49461	0.83386
1.9531	0	0	0.49478	0.83366	0.49478	0.83366
1.9727	0	0	0.49503	0.83354	0.49503	0.83354
1.9922	0	0	0.49537	0.8335	0.49537	0.8335
