0	0	0	3.247	1.0691	3.247	1.0691
0.019531	0	0	3.259	1.4939	3.259	1.4939
0.039063	0	0	3.2588	1.4882	3.2588	1.4882
0.058594	0	0	3.2585	1.4825	3.2585	1.4825
0.078125	0	0	3.2583	1.4768	3.2583	1.4768
0.097656	0	0	3.258	1.4711	3.258	1.4711
0.11719	0	0	3.2578	1.4654	3.2578	1.4654
0.13672	0	0	3.2575	1.4597	3.2575	1.4597
0.15625	0	0	3.2573	1.454	3.2573	1.454
0.17578	0	0	3.257	1.4483	3.257	1.4483
0.19531	0	0	3.2568	1.4426	3.2568	1.4426
0.21484	0	0	3.2565	1.4369	3.2565	1.4369
0.23438	0	0	3.2563	1.4312	3.2563	1.4312
0.25391	0	0	3.256	1.4256	3.256	1.4256
0.27344	0	0	3.2558	1.4199	3.2558	1.4199
0.29297	0	0	3.2555	1.4142	3.2555	1.4142
0.3125	0	0	3.2553	1.4085	3.2553	1.4085
0.33203	0	0	3.255	1.4028	3.255	1.4028
0.35156	0	0	3.2548	1.3972	3.2548	1.3972
0.37109	0	0	3.2545	1.3915	3.2545	1.3915
0.39063	0	0	3.2542	1.3858	3.2542	1.3858
0.41016	0	0	3.254	1.3802	3.254	1.3802
0.42969	0	0	3.2537	1.3745	3.2537	1.3745
0.44922	0	0	3.2535	1.3689	3.2535	1.3689
0.46875	0	0	3.2532	1.3632	3.2532	1.3632
0.48828	0	0	3.253	1.3576	3.253	1.3576
0.50781	0	0	3.2527	1.3519	3.2527	1.3519
0.52734	0	0	3.2524	1.3463	3.2524	1.3463
0.54688	0	0	3.2522	1.3407	3.2522	1.3407
0.56641	0	0	3.2519	1.3351	3.2519	1.3351
0.58594	0	0	3.2517	1.3295	3.2517	1.3295
0.60547	0	0	3.2514	1.324	3.2514	1.324
0.625	0	0	3.2511	1.3185	3.2511	1.3185
0.64453	0	0	3.2508	1.313	3.2508	1.313
0.66406	0	0	3.2506	1.3075	3.2506	1.3075
0.68359	0	0	3.2503	1.3021	3.2503	1.3021
0.70313	0	0	3.25	1.2968	3.25	1.2968
0.72266	0	0	3.2497	1.2916	3.2497	1.2916
0.74219	0	0	3.2493	1.2866	3.2493	1.2866
0.76172	0	0	3.249	1.2817	3.249	1.2817
0.78125	0	0	3.2487	1.2771	3.2487	1.2771
0.80078	0	0	3.2483	1.2728	3.2483	1.2728
0.82031	0	0	3.248	1.2688	3.248	1.2688
0.83984	0	0	3.2477	1.2653	3.2477	1.2653
0.85938	0	0	3.2475	1.2623	3.2475	1.2623
0.87891	0	0	3.2473	1.2597	3.2473	1.2597
0.89844	0	0	3.2473	1.2574	3.2473	1.2574
0.91797	0	0	3.2474	1.2556	3.2474	1.2556
0.9375	0	0	3.2475	1.254	3.2475	1.254
0.95703	0	0	3.2477	1.2527	3.2477	1.2527
0.97656	0	0	3.248	1.2516	3.248	1.2516
0.99609	0	0	3.2484	1.2506	3.2484	1.2506
1.0156	0	0	3.2487	1.2497	3.2487	1.2497
1.0352	0	0	3.2491	1.2489	3.2491	1.2489
1.0547	0	0	3.2495	1.2483	3.2495	1.2483
1.0742	0	0	3.2498	1.2477	3.2498	1.2477
1.0938	0	0	3.2501	1.2473	3.2501	1.2473
1.1133	0	0	3.2504	1.247	3.2504	1.247
1.1328	0	0	3.2506	1.2468	3.2506	1.2468
1.1523	0	0	3.2508	1.2467	3.2508	1.2467
1.1719	0	0	3.2508	1.2468	3.2508	1.2468
1.1914	0	0	3.2508	1.2469	3.2508	1.2469
1.2109	0	0	3.2507	1.2471	3.2507	1.2471
1.2305	0	0	3.2506	1.2474	3.2506	1.2474
1.25	0	0	3.2504	1.2477	3.2504	1.2477
1.2695	0	0	3.2501	1.2481	3.2501	1.2481
1.2891	0	0	3.2499	1.2485	3.2499	1.2485
1.3086	0	0	3.2497	1.2488	3.2497	1.2488
1.3281	0	0	3.2495	1.2492	3.2495	1.2492
1.3477	0	0	3.2493	1.2495	3.2493	1.2495
1.3672	0	0	3.2493	1.2497	3.2493	1.2497
1.3867	0	0	3.2492	1.2499	3.2492	1.2499
1.4063	0	0	3.2492	1.2499	3.2492	1.2499
1.4258	0	0	3.2492	1.2497	3.2492	1.2497
1.4453	0	0	3.2493	1.2495	3.2493	1.2495
1.4648	0	0	3.2493	1.2491	3.2493	1.2491
1.4844	0	0	3.2494	1.2487	3.2494	1.2487
